"name" "Hyperion Full 2.2 Unit"          "1" "abbrev" "2.2 Unit"    "stats" "jump            2      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "pdshp.flc"            "same"
"name" "Hyperion Full 2.3 Unit"          "1" "abbrev" "2.3 Unit"    "stats" "jump            2      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "pdshp.flc"            "same"
"name" "Hyperion Full 2.4 Unit"          "1" "abbrev" "2.4 Unit"    "stats" "jump            2      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "pdshp.flc"            "same"
"name" "Hyperion Full 2.5 Unit"          "1" "abbrev" "2.5 Unit"    "stats" "jump            2      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "pdshp.flc"            "same"
}
{3
"name" "Pod Ship"                        "1" "abbrev" "Pod Ship"    "stats" "jump           16      5     10     10     4    150     150       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     4    150     4        0           0        1241    12413    0        0     150       0         0          0          0           2            25           0        42        0         1           -1     -1       7       7       11        0   0   0   0   0   0   0   0   0   0    0      1       1      0      8     1       1"     "art"     "sprshp.flc"     "efsunit.bin"
"name" "Hyperion Full 3.1 Unit"          "1" "abbrev" "3.1 Unit"    "stats" "jump           16      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "sprshp.flc"            "same"
"name" "Hyperion Full 3.2 Unit"          "1" "abbrev" "3.2 Unit"    "stats" "jump           16      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "sprshp.flc"            "same"
"name" "Hyperion Full 3.3 Unit"          "1" "abbrev" "3.3 Unit"    "stats" "jump           16      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "sprshp.flc"            "same"
"name" "Hyperion Full 3.4 Unit"          "1" "abbrev" "3.4 Unit"    "stats" "jump           16      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "sprshp.flc"            "same"
"name" "Hyperion Full 3.5 Unit"          "1" "abbrev" "3.5 Unit"    "stats" "jump           16      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "sprshp.flc"            "same"
}
{4
"name" "Shroud Weaver"                   "1" "abbrev" "Dnought"     "stats" "jump           12      6     19     15     3    150     150       0      0       0      0      0      0      0      0      0      0      3    150      3    150      4    120     6     50     2        0           0         846     8463    0      150     150       3         0          0          0           3             9           0        23        0         1           -1     -1      10       8       11        0   0   0   0   0   0   0   0   0   0    0      1       1      0      4     1       1"     "art"    "v_cruz2.flc"     "efsunit.bin"
"name" "Hyperion Full 4.1 Unit"          "1" "abbrev" "4.1 Unit"    "stats" "jump           12      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"    "v_cruz2.flc"            "same"
"name" "Hyperion Full 4.2 Unit"          "1" "abbrev" "4.2 Unit"    "stats" "jump           12      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"    "v_cruz2.flc"            "same"
"name" "Hyperion Full 4.3 Unit"          "1" "abbrev" "4.3 Unit"    "stats" "jump           12      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"    "v_cruz2.flc"            "same"
"name" "Hyperion Full 4.4 Unit"          "1" "abbrev" "4.4 Unit"    "stats" "jump           12      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"    "v_cruz2.flc"            "same"
"name" "Hyperion Full 4.5 Unit"          "1" "abbrev" "4.5 Unit"    "stats" "jump           12      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"    "v_cruz2.flc"            "same"
}
//----|------------------------------------------------------------|----------------------------|------------------------------------------|----------------------------------------------------------------------------------------------------------------------------|-------------------|---------|----------------|---------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------|----------------------------------------|--------------------------------------------------|------------------------------------------|
//    |      U  n  i  q  u  e         N  a  m  e  s                |   B  e  h  a  v  i  o  r   | U  n  i  t   S  t  a  t  i  s  t  i  c  s|                              C  o  m  b  a  t                                   W  e  a  p  o  n  r  y                     |   C  a  r  g  o   |         | C  o  s  t  s  |                  R  e  s  o  u  r  c  e  s          R  e  q  u  i  r  e  d          t  o          B  u  i  l  d                       |     B  u  i  l  d    N  e  e  d  s      |    T e c h   R e q u i r e m e n t s   |        M  i  s  c  e  l  l  a  n  e  o  s        |           A  r  t  w  o  r  k            |
//    | Name                            |    |       | Nickname    |       | Move Type   | Kind | Move | Spot | Camo | Ag | Armor | PsyDef |    Water      |  Indirect   |     Air     |   Direct    |   Close     |    Psy      |  RangedSp   |  DirectSp   |  CloseSp | Cargo | CanBCargo | !Combat | Crd/Trn | Cred | Food | Energy | Metal | Trace | Exotica | Chemicals | Biochems | Electronics | CeramSteel | Wetware | Monopols | Gems | Singularities | Unit | tLvl | Bldgs | Owner | Turns2Bld |  0   1   2   3   4   5   6   7   8   9 | Tax | Flock | Range | Eat | Rank | RoP | Disband |  Art  |    Animation    |      Icon      |
//----|------------------------------------------------------------|----------------------------|------------------------------------------|----------------------------------------------------------------------------------------------------------------------------|-------------------|---------|----------------|---------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------|----------------------------------------|--------------------------------------------------|------------------------------------------|
{5
"name" "Veil Seeker"                     "1" "abbrev" "Cruiser"     "stats" "jump           13      6     18     16     4    120     120       0      0       0      0      0      0      0      0      0      0      4    120      4    120      5     80     7     30     2        0           0         833     8326    0      120     120       4         0          0          0           3             9           0        24        0         1           -1     -1      10       8       10        0   0   0   0   0   0   0   0   0   0    0      1       1      0      3     1       1"     "art"      "vdest.flc"     "efsunit.bin"
"name" "Hyperion Full 5.1 Unit"          "1" "abbrev" "5.1 Unit"    "stats" "jump           13      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "vdest.flc"            "same"
"name" "Hyperion Full 5.2 Unit"          "1" "abbrev" "5.2 Unit"    "stats" "jump           13      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "vdest.flc"            "same"
"name" "Hyperion Full 5.3 Unit"          "1" "abbrev" "5.3 Unit"    "stats" "jump           13      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "vdest.flc"            "same"
"name" "Hyperion Full 5.4 Unit"          "1" "abbrev" "5.4 Unit"    "stats" "jump           13      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "vdest.flc"            "same"
"name" "Hyperion Full 5.5 Unit"          "1" "abbrev" "5.5 Unit"    "stats" "jump           13      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"      "vdest.flc"            "same"
}
{6
"name" "Vau Destroyer"                   "1" "abbrev" "Destroyer"   "stats" "jump           14      6     17     17     5     80      80       0      0       0      0      0      0      0      0      0      0      5     80      5     80      5     80     0      0     0        0           0         678     6776    0       80     133       5         0          0          0           3             0           0        16        0         1           -1     -1      10       8       10        0   0   0   0   0   0   0   0   0   0    0      1       1      0      2     1       1"     "art"   "vau_dred.flc"     "efsunit.bin"
"name" "Hyperion Full 6.1 Unit"          "1" "abbrev" "6.1 Unit"    "stats" "jump           14      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "vau_dred.flc"            "same"
"name" "Hyperion Full 6.2 Unit"          "1" "abbrev" "6.2 Unit"    "stats" "jump           14      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "vau_dred.flc"            "same"
"name" "Hyperion Full 6.3 Unit"          "1" "abbrev" "6.3 Unit"    "stats" "jump           14      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "vau_dred.flc"            "same"
"name" "Hyperion Full 6.4 Unit"          "1" "abbrev" "6.4 Unit"    "stats" "jump           14      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "vau_dred.flc"            "same"
"name" "Hyperion Full 6.5 Unit"          "1" "abbrev" "6.5 Unit"    "stats" "jump           14      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "vau_dred.flc"            "same"
}
{7
"name" "Quick Mercy"                     "3" "abbrev" "Corsair"     "stats" "jump           15      6     16     18     6     50      50       0      0       0      0      0      0      0      0      0      0      6     50      0      0      6     50     6     50     0        0           0         583     5829    0       50      83       6         0          0          0           5             0           0        16        0         1           -1     -1      10       8        7        0   0   0   0   0   0   0   0   0   0    0      1       1      0      1     1       1"     "art"     "v_cors.flc"     "efsunit.bin"
"name" "Hyperion Full 7.1 Unit"          "1" "abbrev" "7.1 Unit"    "stats" "jump           15      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "v_cors.flc"            "same"
"name" "Hyperion Full 7.2 Unit"          "1" "abbrev" "7.2 Unit"    "stats" "jump           15      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "v_cors.flc"            "same"
"name" "Hyperion Full 7.3 Unit"          "1" "abbrev" "7.3 Unit"    "stats" "jump           15      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "v_cors.flc"            "same"
"name" "Hyperion Full 7.4 Unit"          "1" "abbrev" "7.4 Unit"    "stats" "jump           15      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "v_cors.flc"            "same"
"name" "Hyperion Full 7.5 Unit"          "1" "abbrev" "7.5 Unit"    "stats" "jump           15      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"     "v_cors.flc"            "same"
}
{8
"name" "Deathmate"                       "1" "abbrev" "Inceptor"    "stats" "jump           17      6     15     19     7     30      30       0      0       0      0      0      0      0      0      0      0      7     30      0      0      7     30     7     30     0        1           0         838     8382    0       30      50       7         0          0          0           3             0           6        14        8         1           -1     -1      10       8        6        0   0   0   0   0   0   0   0   0   0    0      1       1      0      0     1       1"     "art"   "v_intrcp.flc"     "efsunit.bin"
"name" "Hyperion Full 8.1 Unit"          "1" "abbrev" "8.1 Unit"    "stats" "jump           17      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "v_intrcp.flc"            "same"
"name" "Hyperion Full 8.2 Unit"          "1" "abbrev" "8.2 Unit"    "stats" "jump           17      0      0      0     0      0       0       0      0       0      0      0      0      0      0      0      0      0      0      0      0      0      0     0      0     0        0           0           0        0    0        0       0       0         0          0          0           0             0           0         0        0         0           -1     -1      -1      -1        1        0   0   0   0   0   0   0   0   0   0    0      0       0      0      0     0       0"     "art"   "v_intrcp.flc"            "same"
